"Task_ID","Date_Requested","Requested_By","Target_Role","Module_Section","Specification_Task","Implementation_Status","Git_Commit","Git_Branch","Verified_By","Implementation_Remarks"
"REV-138","2026-09-22","HonTech QA & Capstone Team","Service Advisor","Full-PDF Enlarge Modal Views for Quotation, Billing & Checklist","Fix all 4 sheet 'Full PDF' buttons linking to the static blank template PDF instead of the user's live-filled document","Done","6b398d0","prototype_process","Antigravity QA","Replaced the 4 static template <a href target=_blank> links with buttons calling new/existing openXEnlargeModal() functions; added 3 new fullscreen modals (Quotation, Billing, Checklist) mirroring the pre-existing Job Order one, each regenerating the PDF first so the enlarged view always reflects the latest typed data; generalized the ESC-to-close handler across all 4 modals; discovered and removed an accidental full duplicate of ~150 lines of modal HTML with clashing ids (modal-f13-enlarge, modal-edit-reason-prompt, modal-job-audit-history each appeared twice) found while working in that region; verified live that all 4 modals load real blob: PDFs and every id now appears exactly once in the DOM; 103/103 tests passing; cache buster v=2.92."
"REV-139","2026-09-22","HonTech QA & Capstone Team","Owner/Admin/SA/Assistant","Branch-Scoped Data Isolation, Per-Branch Workshop Bay Settings & Role-Gated Module Access","Major RBAC revision: Admin data/actions scoped strictly to own branch (Owner unrestricted), Owner given zero functionality in Workshop Bay module, Admin sets per-branch bay ceiling with SA clamped to it, Customer Lookup restricted to SA only, TV Monitor restricted to SA/Assistant only","Done","d73493c","prototype_process","Antigravity QA","JobRepository::getFilteredJobs Admin now unconditionally filtered to own branch (no query override); removed admin from branch-ownership exemption on all 3 job-mutation endpoints in JobController; added new branch_bay_settings DB table + BayRepository + BayController + 3 routes (GET /api/bays/settings, POST .../limit admin-only, POST .../active sa-only), replacing global-only localStorage bay ceiling with real per-branch server setting, Owner rejected 403 on every bay endpoint; removed Workshop Bays/TV Monitor from Owner nav, Customer Lookup/TV Monitor from Admin nav, Customer Lookup from Assistant nav; added showSection guards for bays/lookup and role guard in openTVBroadcastHubModal; fixed pre-existing bug where currentUserBranch was declared but never reassigned on any of the 4 login paths; verified live via curl (branch-isolated job counts, 403s on cross-branch mutation and owner bay access, independent per-branch bay ceilings) and headless-browser nav checks across all 4 roles; 124/124 tests passing; cache buster v=2.93."
"REV-140","2026-09-22","HonTech QA & Capstone Team","Service Advisor & All Roles","2025 RO Studio Maximized PDF View, Live Full PDF In New Tab & Decommission Section Lock Bars","2025 RO Studio Maximized PDF View, Live Full PDF In New Tab & Decommission Section Lock Bars across all 4 worksheets","Done","2f8f2ce","prototype_process","Antigravity QA","Addressed 3 explicit user-requested enhancements: 1) removed section-lock quick-lock navigation pill strips across all 4 sheets to eliminate clutter and maximize vertical viewing space; 2) implemented toggleStudioMaximizedPDF with dedicated action buttons in sticky top tab bar and canvas toolbars collapsing left form editor and expanding PDF canvas to full 12 columns with high vertical clearance; 3) implemented openActivePDFInNewTab generating fresh in-memory live PDF blobs with filled form data opened directly in new tab with native browser zoom/print; added New Tab buttons to all 4 fullscreen modals; added AUT-FRONT-105; 124/124 tests passing; synced SA-16 into QA checklist; cache buster v=2.94."
"REV-141","2026-09-22","HonTech QA & Capstone Team","Service Advisor & All Roles","Decommission Auto-Magnifier & Typing Camera Locks for Steady PDF Preview","Decommission Auto-Magnifier & Typing Camera Locks for Steady PDF Preview across all 4 worksheets","Done","816a4ca","prototype_process","Antigravity QA","Decommissioned complex auto-magnifier and typing camera locks across all 4 worksheets in 2025 RO Studio: removed auto-magnify button and manual zoom presets from preview toolbar; removed focus and input magnification listeners; disarmed camera panning and letterbox transform calculations; enforced steady 100% aspect-fit viewport without jitter or letterbox voids; updated Suite 49 tests; 124/124 tests passing; synced SA-17 into QA checklist; cache buster v=2.95."
"REV-142","2026-09-23","HonTech QA & Capstone Team","Assistant Staff & Service Advisor","Online Booking Module & 2025 RO Studio Handover","Assistant branch dispatch, SA branch-isolated online module with clean top-right branch badge (no emojis/blinking), and 1-click 2025 RO Studio handover","Done","9a7ca22","prototype_process","Claude Code & Automated Test Suite","Assistant Online Booking Form dispatches to the selected Target Branch Booking Module (toast: registered to <Branch> Booking Module; view jumps to that branch); SA gets Online Bookings nav (header + sidebar, focused view of #container-online-queue); SA Booking Module hard-locked to own branch client-side and server-side (JobRepository withholds other branches' pending Online bookings from SAs; JobController SA cross-branch Online write exemption removed, alias-aware isSameBranch guard); Branch table column removed; static text-only top-right badge '<Branch> · Online Queue' (no emoji, no pulse); SA rows get Load to RO Studio which prefills Form 1/3 (incl. Job No = booking id); Register Repair Order converts the booking in place via fromBookingId (same job_id, status Waiting, claim stub issued) so it leaves the pending list with no duplicate; fixed Booking Module rows showing 'Online Inquirer' instead of customer name/contact; 138/138 tests passing + live API E2E (8/8); QA AST-62, SA-18, SA-19; cache buster v=2.96."
"REV-143","2026-09-24","HonTech QA & Capstone Team","Service Advisor","Clean SA Sidebar & Consolidated Daily Intakes Online Module","Remove Online Bookings button from SA left sidebar and top navbar, consolidating online module view directly into Daily Intakes with branch isolation and 1-click RO Studio handover","Done","d2224ef","prototype_process","Antigravity QA","Streamlined Service Advisor navigation to strictly 5 operational tools (2025 RO Excel Studio, Daily Intakes, Customer Lookup, Bay Status, TV Monitor); removed showSection('online-bookings') from SA header and left sidebar; SA visits Daily Intakes to view both the branch-isolated Online Booking Module at the head and active workshop jobs below; updated tests/frontend/app.test.js (AUT-FRONT-108, AUT-FRONT-112, AUT-FRONT-113); synced SA-20 into HONTECH_QA_TEST_CHECKLIST.csv; 139/139 automated tests passing; cache buster v=2.97."
"REV-144","2026-09-24","HonTech QA & Capstone Team","All Roles","Official System Title Branding on Login Page & Document Title","Update login page marketing hero and document title to 'Web-Based Operations and Real-Time Queue Management System' with cache buster bump","Done","f2f2723","prototype_process","Antigravity QA","Updated login hero header (h1) and document title (<title>) in frontend/index.html to the official system title 'Web-Based Operations and Real-Time Queue Management System'; preserved dark-mode styling, uppercase typography, drop shadows, and styled red accent on Management System; bumped cache buster to v=2.98; added test AUT-FRONT-114 in tests/frontend/app.test.js; synchronized cache buster checks in tests/frontend/sla_and_logic.test.js; 140/140 automated tests passing; synced AUTH-30 into HONTECH_QA_TEST_CHECKLIST.csv."
"REV-145","2026-09-24","HonTech QA & Capstone Team","Service Advisor & All Roles","2025 RO Excel Studio PDF Document Formatting, Typography & Precise Coordinate Alignment","Eliminate horizontal line piercing, text-column collisions, and font mismatches across Job Order, Quotation, Billing, and Checklist PDFs with exact template coordinate calibration, 6.5pt regular typography, bold Plate/Job identifiers, and auto-shrink sizing","Done","9bacb7b","prototype_process","Antigravity QA","Calibrated PDF text injection coordinates across all 4 worksheets in 2025 RO Studio: Job No centered on underline (Y=781.5), Date centered in box (Y=758.2), Customer Details row step 7.78pt with +1.3pt baseline clearance preventing horizontal line slicing, middle column clamped to 62pt to prevent collision with Plate No, Concern Box padded (X=94, Y=652), bold Plate No and Job/Quote/Billing No, auto-shrink down to 5.2pt; updated AUT-FRONT-94/AUT-FRONT-23 and added AUT-FRONT-106; 141/141 automated tests passing; synced SA-21 into QA checklist; cache buster v=2.98."
"REV-147","2026-09-24","HonTech QA & Capstone Team","Service Advisor & All Roles","Quotation PDF Ghost Placeholder Masking & Subtotals Alignment Overhaul","Mask pre-printed template '0' and '0.00' ghosts across all 7 Quotation table columns, Customer Details, Meta Header, and Subtotals block without altering grid lines","Done","501e128","prototype_process","Antigravity QA","Overhauled compileQuotePDFBytes in frontend/js/app.js: wiped pre-printed '0' and '0.00' ghosts across all 7 data columns (desc, qty, frt, labor, parts, materials, amount) via targeted insets; suppressed drawing '0.00' on empty rows; expanded Customer Details row whiteouts (X=110..510) and Meta Header (X=420..520) to eliminate stray '0' placeholders; expanded Subtotals and Grand Total whiteout (X=300..475, Y=318..374) to cleanly cover pre-printed '0.00' text; bumped cache buster to v=3.00 in frontend/index.html; updated AUT-FRONT-107 and cache buster test assertions; 142/142 tests passing; synced SA-23 into QA checklist."
"REV-148","2026-09-24","HonTech QA & Capstone Team","Service Advisor & All Roles","2025 RO Excel Studio Unlocked Top Meta Bars & Custom Number Preservation","Unlock Job Order No, Quotation No, and Billing No top meta input fields for free editing and preserve custom identifiers across tab switches, live PDF renders, offline drafts, and Excel export","Done","36b9f3d","prototype_process","Antigravity QA","Removed readonly locks and disabled styling from f13-input-job-no, f23-input-quote-no, and bill-input-billing-no in frontend/index.html; styled with clean bg-white; updated syncJobOrderFieldsToQuote and syncJobOrderFieldsToBilling with autoDerived dataset logic so manual typing is preserved; updated saveWorkbookDraftOffline and loadWorkbookDraftOffline to store and restore custom quote/billing numbers; updated exportOfficialXLSX to read user inputs; bumped cache buster to v=3.01; added AUT-FRONT-115; synced SA-24 into QA checklist; 143/143 tests passing."
"REV-149","2026-09-24","HonTech QA & Capstone Team","Service Advisor & All Roles","Form 1/3 PDF Comprehensive Typography, Grid Calibration & Ghost Elimination","Standardize customer details with unbolded uniform typography, center service concern text, calibrate signatures, eliminate template ghosts, align 7.32pt parts grid, and provide 1-click preset chips","Done","36b9f3d","prototype_process","Antigravity QA","Overhauled compileForm13PDFBytes in frontend/js/app.js: standardized all 12 customer detail fields to uniform unbolded 6.2pt typography; centered customer concern lines horizontally (centerX=298.5) and vertically in box; lowered Interviewed by baseline to Y=549.5 (6.5pt font); masked Authorization '0' ghost and centered customer name (X=300, Y=511.5); lowered Diagnostic text start to Y=466 below header; recalibrated Parts & Materials row step to exact 7.32pt template grid and masked '0.00' ghosts in amount columns; centered all 6 signatures on baselines; masked all 5 Filipino claim stub ghost placeholders ('0', '0', '0', '1/0/1900', '0') and positioned data on true rows; added 1-click fast preset chips in frontend/index.html; bumped cache buster to v=3.02; added AUT-FRONT-116 in tests/frontend/app.test.js; 144/144 tests passing; synced SA-25 into QA checklist."
"REV-150","2026-09-24","HonTech QA & Capstone Team","Service Advisor & All Roles","Form 1/3 PDF Pixel-Perfect Visual Calibration for Concern, Interviewed By, Authorization & Signatures","Eliminate coordinate misalignments: position Customer Concern inside concern box, align Interviewed by above Service Advisor underline, center Customer Name and Signature on Authorization line with ghost '0' masked, align Parts & Materials table to Y=495.5 with 7.32pt pitch, center all 6 signatures, and align Filipino Claim Stub rows","Done","e001ee8","prototype_process","Antigravity QA","Calibrated compileForm13PDFBytes in frontend/js/app.js: placed Customer Concern centered at X=307.5 Y=635.0 inside Y:610..660 box; aligned Interviewed by at X=196.5 Y=583.5 directly over Y=582.0 underline; placed Customer Name and Signature at X=302.5 Y=545.5 over Y=544.0 line with ghost '0' masked at Y=542.6; recalibrated Parts & Materials ROW_Y starting at Y=495.5 with 7.32pt pitch and Amount ghost whiteouts; centered lower signatures at Y=292.0, Y=223.5, and Y=182.5; aligned Filipino Claim stub baselines at Y=99.5, Y=89.5, Y=80.5; bumped cache buster to v=3.03 in frontend/index.html; updated AUT-FRONT-112/116 and AUT-FRONT-94/106; 144/144 tests passing; synced SA-26 into QA checklist."
